frame_id,time_s,bbox_interpolated,status,u,v,left,right,top,bottom,valid_points,used_points,original_x1,original_y1,original_x2,original_y2,bbox_x1,bbox_y1,bbox_x2,bbox_y2,raw_X_m,raw_Y_m,raw_Z_m,filtered_X_m,filtered_Y_m,filtered_Z_m,raw_ego_x_m,raw_ego_y_m,ego_x_m,ego_y_m
97,3.2333333333333334,False,ok,445,417,440,451,412,423,121,94,434.0,382.0,456.0,452.0,434.0,382.0,456.0,452.0,23.55356788635254,9.023236274719238,3.462716817855835,23.48066234588623,8.911946773529053,3.467941403388977,-25.202239791900222,1.0180680321018816,-25.091292173917743,1.0914928029211264
98,3.2666666666666666,False,ok,463,414,458,469,409,420,121,121,447.0,379.0,479.0,448.0,447.0,379.0,479.0,448.0,22.728057861328125,8.414937973022461,3.3849258422851562,23.153038024902344,8.586396932601929,3.4478583931922913,-24.203545615650306,1.2506697680960353,-24.661691555977235,1.2610914576709908
99,3.3,False,ok,472,413,467,478,408,419,121,121,459.0,379.0,486.0,447.0,459.0,379.0,486.0,447.0,22.732709884643555,8.26101303100586,3.40328311920166,22.83910369873047,8.386148929595947,3.418141543865204,-24.146996905595923,1.393906538818245,-24.29417881659861,1.3209947985735693
100,3.3333333333333335,False,ok,470,412,465,476,407,418,121,121,457.0,379.0,484.0,445.0,457.0,379.0,484.0,445.0,23.16293716430664,8.453706741333008,3.481916666030884,22.73038387298584,8.197822570800781,3.422575294971466,-24.618353686860512,1.3868949112020852,-24.11989100274691,1.4510354686340692
101,3.3666666666666667,False,ok,486,410,481,492,405,416,121,120,469.0,375.0,502.0,446.0,469.0,375.0,502.0,446.0,22.272567749023438,7.854326248168945,3.391451835632324,22.749635219573975,7.94681990146637,3.461525857448578,-23.563602161288106,1.5856759227701676,-24.038394074572054,1.6892186020766344
102,3.4,False,ok,494,408,489,500,403,414,121,121,481.0,373.0,508.0,444.0,481.0,373.0,508.0,444.0,22.614866256713867,7.813933849334717,3.480451822280884,22.786974906921387,7.82587206363678,3.491593599319458,-23.86208377011614,1.7580375874236178,-24.0249035400775,1.8150781952982336
103,3.433333333333333,False,ok,499,408,494,505,403,414,121,121,482.0,372.0,516.0,443.0,482.0,372.0,516.0,443.0,22.877246856689453,7.8176140785217285,3.5220892429351807,22.805063247680664,7.772608160972595,3.5123410820961,-24.10456610386803,1.8583343528183867,-24.020473070083778,1.8711549492527741
104,3.466666666666667,False,ok,508,405,503,514,400,411,121,117,492.0,369.0,523.0,441.0,492.0,369.0,523.0,441.0,22.805063247680664,7.644950866699219,3.575246572494507,22.805063247680664,7.660653233528137,3.5354846119880676,-23.97003035857263,1.9884235197932334,-23.97623501741725,1.9739990082711119
105,3.5,False,ok,515,402,510,521,397,408,121,121,499.0,367.0,531.0,438.0,499.0,367.0,531.0,438.0,22.898706436157227,7.5387773513793945,3.6293838024139404,22.735731601715088,7.494997024536133,3.561284363269806,-24.01409930803703,2.1229589790466603,-23.84708790154224,2.0987783301600578
106,3.533333333333333,False,ok,522,404,517,528,399,410,121,116,506.0,369.0,538.0,440.0,506.0,369.0,538.0,440.0,22.414112091064453,7.257482528686523,3.5232691764831543,22.576545238494873,7.301472306251526,3.5783334970474243,-23.457789853603398,2.1898786882321213,-23.62438641816132,2.2136528883631397
107,3.566666666666667,False,ok,530,402,525,536,397,408,121,121,515.0,366.0,546.0,437.0,515.0,366.0,546.0,437.0,22.52773666381836,7.152146816253662,3.5733108520507812,22.460274696350098,7.136776685714722,3.5825820565223694,-23.520545157298724,2.3315400016008527,-23.45249985208559,2.319002282273772
108,3.6,False,ok,538,400,533,544,395,406,121,120,521.0,364.0,554.0,436.0,521.0,364.0,554.0,436.0,22.422073364257812,6.985330581665039,3.5895299911499023,22.427966117858887,7.002600193023682,3.582775831222534,-23.35756467574294,2.44302879757692,-23.369801820701326,2.4294930558259495
109,3.6333333333333333,False,ok,545,400,540,551,395,406,121,119,530.0,363.0,560.0,436.0,530.0,363.0,560.0,436.0,22.44564437866211,6.887592792510986,3.607229471206665,22.40856409072876,6.846413731575012,3.5861529111862183,-23.340597216507778,2.542126595109825,-23.290262953284984,2.56530254727165
110,3.6666666666666665,False,ok,552,398,547,558,393,404,121,121,538.0,360.0,567.0,435.0,538.0,360.0,567.0,435.0,22.080684661865234,6.625138759613037,3.576021671295166,22.309707641601562,6.686294078826904,3.5935014486312866,-22.901631329920633,2.639011396196557,-23.13618148038013,2.6733293978120805
111,3.7,False,ok,558,396,553,564,391,402,121,121,542.0,359.0,575.0,434.0,542.0,359.0,575.0,434.0,22.3680362701416,6.607306003570557,3.644669532775879,22.09624147415161,6.529907584190369,3.601444363594055,-23.158551860496313,2.768937509567944,-22.878292330087664,2.732639822797102
112,3.7333333333333334,False,ok,566,394,561,572,389,400,121,121,550.0,358.0,581.0,430.0,550.0,358.0,581.0,430.0,21.68893051147461,6.279879570007324,3.5701889991760254,21.87820863723755,6.343541741371155,3.6123021841049194,-22.405331770400146,2.8013750915697675,-22.60436205638338,2.817685401699272
113,3.7666666666666666,False,ok,571,393,566,577,388,399,121,121,554.0,356.0,588.0,430.0,554.0,356.0,588.0,430.0,21.72102928161621,6.207101821899414,3.6054158210754395,21.754662036895752,6.199830532073975,3.6260749101638794,-22.40606083127288,2.880913762255827,-22.434083370684768,2.9008830178335496
114,3.8,False,ok,578,391,573,584,386,397,121,121,561.0,354.0,594.0,428.0,561.0,354.0,594.0,428.0,21.855560302734375,6.105238914489746,3.6545557975769043,21.72102928161621,6.098469614982605,3.6329612731933594,-22.48939347080809,3.027645894855139,-22.363135723816125,2.98070550304354
115,3.8333333333333335,False,ok,586,390,581,592,385,396,121,120,570.0,353.0,601.0,427.0,570.0,353.0,601.0,427.0,21.634902954101562,5.919888019561768,3.6329612731933594,21.69949769973755,5.994431138038635,3.6383599042892456,-22.213453315761665,3.110722068269784,-22.302246444036438,3.067769326247725
116,3.8666666666666667,False,ok,592,390,587,598,385,396,121,120,577.0,352.0,607.0,428.0,577.0,352.0,607.0,428.0,22.163877487182617,5.976298809051514,3.7294442653656006,21.64334535598755,5.870434641838074,3.6549898386001587,-22.721670264086878,3.2679218368897844,-22.20166758841068,3.15948688497912
117,3.9,False,ok,598,388,593,604,383,394,121,121,583.0,351.0,613.0,424.0,583.0,351.0,613.0,424.0,21.404481887817383,5.665663719177246,3.6320648193359375,21.595635414123535,5.711572289466858,3.6765769720077515,-21.901329262563056,3.2532086925838253,-22.095067142497555,3.2865688682997596
118,3.933333333333333,False,ok,604,386,599,610,381,392,121,121,588.0,347.0,621.0,424.0,588.0,347.0,621.0,424.0,21.58254623413086,5.595073699951172,3.695979118347168,21.58254623413086,5.597413182258606,3.6914559602737427,-22.03700971450749,3.3884147471913644,-22.037934141362932,3.38626565146159
119,3.966666666666667,False,ok,610,384,605,616,379,390,121,121,594.0,346.0,625.0,422.0,594.0,346.0,625.0,422.0,21.265153884887695,5.414845943450928,3.677886486053467,21.617433071136475,5.527356743812561,3.712096869945526,-21.674231198111148,3.4285606761564935,-22.04229967954441,3.4644061533820856
120,4.0,False,ok,616,384,611,622,379,390,121,120,600.0,347.0,632.0,422.0,600.0,347.0,632.0,422.0,22.11422348022461,5.533841609954834,3.827725410461426,21.687206745147705,5.460506916046143,3.7443323731422424,-22.5012238303142,3.654751596960506,-22.079980036655538,3.5533862396115485
121,4.033333333333333,False,ok,623,384,618,629,379,390,121,119,606.0,345.0,640.0,422.0,606.0,345.0,640.0,422.0,22.269495010375977,5.446670055389404,3.8454713821411133,21.72209358215332,5.367792725563049,3.7604501247406006,-22.60941428575329,3.796183394491268,-22.075392553734684,3.6523406104783405
122,4.066666666666666,False,ok,630,384,625,636,379,390,121,119,613.0,345.0,646.0,422.0,613.0,345.0,646.0,422.0,21.72209358215332,5.1948089599609375,3.7604501247406006,21.685067653656006,5.231824278831482,3.7604501247406006,-22.007039466399988,3.8112469936531572,-21.98765299365184,3.7626134878514823
123,4.1,False,ok,633,383,628,639,378,389,121,118,615.0,344.0,651.0,422.0,615.0,344.0,651.0,422.0,21.573989868164062,5.122833251953125,3.757023334503174,21.610901832580566,5.093671917915344,3.759593427181244,-21.842547802796858,3.818843390543315,-21.86493302221641,3.860217035191651
124,4.133333333333334,False,ok,640,382,635,646,377,388,121,121,621.0,343.0,659.0,422.0,621.0,343.0,659.0,422.0,21.307029724121094,4.9342122077941895,3.7137818336486816,21.5070219039917,4.973829627037048,3.7578800320625305,-21.522780791981027,3.886627427019154,-21.72215214202607,3.929259301222375
125,4.166666666666667,False,ok,646,380,641,652,375,386,121,121,629.0,341.0,664.0,420.0,629.0,341.0,664.0,420.0,21.57353401184082,4.9040608406066895,3.7975165843963623,21.342082500457764,4.835068702697754,3.7596395015716553,-21.75568295645445,4.019632021300215,-21.515805254418712,3.991553465767561
126,4.2,False,ok,654,378,649,660,373,384,121,121,636.0,341.0,671.0,416.0,636.0,341.0,671.0,416.0,20.856197357177734,4.597940921783447,3.6983883380889893,21.179527759552002,4.668334007263184,3.76950466632843,-20.975762283622238,4.017390389634694,-21.300595364551665,4.080487181286551
127,4.233333333333333,False,ok,658,376,653,664,371,382,121,121,642.0,339.0,675.0,414.0,642.0,339.0,675.0,414.0,21.04960823059082,4.57339334487915,3.7674880027770996,21.07956838607788,4.555285096168518,3.7767536640167236,-21.14373365129147,4.116364977937002,-21.164100332696197,4.144838085894045
128,4.266666666666667,False,ok,665,376,660,671,371,382,121,121,648.0,337.0,682.0,416.0,648.0,337.0,682.0,416.0,21.180736541748047,4.476412773132324,3.7860193252563477,21.041142463684082,4.476506471633911,3.7721208333969116,-21.225869706764552,4.257267545956933,-21.09767278956416,4.20202204088861
129,4.3,False,ok,670,374,665,676,369,380,121,121,652.0,335.0,688.0,413.0,652.0,335.0,688.0,413.0,21.038320541381836,4.379806995391846,3.7985875606536865,20.9860897064209,4.3603527545928955,3.7721208333969116,-21.05687052591314,4.2897370751297395,-21.001203044859725,4.286969556575557
130,4.333333333333333,False,ok,678,374,673,684,369,380,121,121,661.0,336.0,694.0,412.0,661.0,336.0,694.0,412.0,20.829397201538086,4.205384254455566,3.7637951374053955,20.85765552520752,4.217218995094299,3.7765719890594482,-20.796027637086603,4.3674110207989045,-20.82666270304733,4.367705428975408
131,4.366666666666666,False,ok,684,372,679,690,367,378,121,121,668.0,335.0,699.0,408.0,668.0,335.0,699.0,408.0,20.665245056152344,4.078300476074219,3.7637033462524414,20.740414142608643,4.088160276412964,3.7715758085250854,-20.59501806722825,4.419289401534829,-20.667965926844207,4.4399344251203114
132,4.4,False,ok,690,371,685,696,366,377,121,121,673.0,333.0,706.0,409.0,673.0,333.0,706.0,409.0,20.73350715637207,3.9906558990478516,3.7920291423797607,20.617902278900146,3.976153016090393,3.7689566612243652,-20.623092990959,4.526774678973422,-20.51116532124714,4.494417020494344
133,4.433333333333334,False,ok,695,369,690,701,364,375,121,121,678.0,329.0,712.0,409.0,678.0,329.0,712.0,409.0,20.407611846923828,3.8449997901916504,3.766761302947998,20.43741226196289,3.8495984077453613,3.7733473777770996,-20.266164180717034,4.531802520134963,-20.295356549496013,4.53935352172268
134,4.466666666666667,False,ok,702,366,697,708,361,372,121,120,683.0,326.0,720.0,407.0,683.0,326.0,720.0,407.0,20.269180297851562,3.717738151550293,3.7890162467956543,20.282163619995117,3.721651017665863,3.775542736053467,-20.0887117904657,4.59400756528663,-20.102184668886636,4.595543378483757
135,4.5,False,ok,708,366,703,714,361,372,121,121,690.0,326.0,726.0,405.0,690.0,326.0,726.0,405.0,20.182682037353516,3.606127977371216,3.775542736053467,20.176706790924072,3.60081684589386,3.775542736053467,-19.965150913898103,4.662355863226803,-19.957563282608948,4.664873707320891
136,4.533333333333333,False,ok,714,364,709,720,359,370,121,121,697.0,325.0,732.0,403.0,697.0,325.0,732.0,403.0,19.998199462890625,3.473273277282715,3.7674038410186768,20.081361770629883,3.4864567518234253,3.77455073595047,-19.743185069583163,4.711502130364968,-19.824788985863037,4.732252414152702
137,4.566666666666666,False,ok,720,364,715,726,359,370,121,121,701.0,324.0,738.0,403.0,701.0,324.0,738.0,403.0,20.072282791137695,3.3931524753570557,3.788640260696411,19.988903045654297,3.375508427619934,3.7718515396118164,-19.77958044779701,4.81437612547571,-19.69601423064131,4.79763749567179
138,4.6,False,ok,728,363,723,734,358,369,121,121,710.0,323.0,745.0,403.0,710.0,323.0,745.0,403.0,19.886930465698242,3.24245548248291,3.7656946182250977,19.908153533935547,3.2536097168922424,3.7695481181144714,-19.549765399978774,4.8795690085491366,-19.57366884177172,4.8777086211930385
139,4.633333333333334,False,ok,734,362,729,740,357,368,121,121,717.0,323.0,750.0,401.0,717.0,323.0,750.0,401.0,19.860553741455078,3.1363754272460938,3.7715747356414795,19.86493444442749,3.1467361450195312,3.768951892852783,-19.48361856192305,4.966593749376534,-19.49173671513262,4.958807182753228
140,4.666666666666667,False,ok,738,362,733,744,357,368,121,121,721.0,321.0,756.0,403.0,721.0,321.0,756.0,403.0,19.851699829101562,3.0717382431030273,3.76871395111084,19.85009765625,3.064647138118744,3.7688329219818115,-19.44994433670562,5.022472223710705,-19.445670557551956,5.0283531708699725
141,4.7,False,ok,744,362,739,750,357,368,121,121,727.0,322.0,760.0,401.0,727.0,322.0,760.0,401.0,19.836437225341797,2.978736639022827,3.7691898345947266,19.71566677093506,2.9568775296211243,3.7519434690475464,-19.399174994873533,5.1018744866819485,-19.27959537047267,5.074233271990937
142,4.733333333333333,False,ok,751,360,746,757,355,366,121,121,734.0,319.0,768.0,402.0,734.0,319.0,768.0,402.0,19.338092803955078,2.7982985973358154,3.701632022857666,19.396068572998047,2.807532012462616,3.7144429683685303,-18.870087155438,5.070711890889147,-18.926993375317608,5.085138529099109
143,4.766666666666667,False,ok,755,360,750,761,355,366,121,121,738.0,319.0,772.0,400.0,738.0,319.0,772.0,400.0,18.777984619140625,2.654794216156006,3.5955324172973633,19.09581470489502,2.675301969051361,3.6804405450820923,-18.298855901503696,4.981215853867463,-18.598924508724682,5.087964916158052
144,4.8,False,ok,762,358,757,768,353,364,121,121,745.0,317.0,778.0,399.0,745.0,317.0,778.0,399.0,19.071651458740234,2.593320846557617,3.685793876647949,18.944310188293457,2.596039831638336,3.657855272293091,-18.544333507974056,5.15372652765835,-18.428429627508095,5.100910975670322
145,4.833333333333333,False,ok,764,358,759,770,353,364,121,121,746.0,317.0,783.0,399.0,746.0,317.0,783.0,399.0,18.90186309814453,2.5427234172821045,3.6485424041748047,18.90186309814453,2.521021008491516,3.6539626717567444,-18.368369337673595,5.1331158990037595,-18.359793812460158,5.153052170335869
146,4.866666666666666,False,ok,772,357,767,778,352,363,121,121,753.0,314.0,790.0,400.0,753.0,314.0,790.0,400.0,18.771099090576172,2.4053163528442383,3.635573387145996,18.86917209625244,2.429660677909851,3.659382939338684,-18.193951625912963,5.207670502194673,-18.293662927354323,5.224060040630776
147,4.9,False,ok,776,355,771,782,350,361,121,121,759.0,312.0,792.0,398.0,759.0,312.0,792.0,398.0,18.953123092651367,2.3652865886688232,3.702888011932373,18.780073165893555,2.350599467754364,3.659382939338684,-18.345345126701606,5.316367913711094,-18.180574473634238,5.261480569455849
148,4.933333333333334,False,ok,780,352,775,786,347,358,121,121,764.0,311.0,797.0,393.0,764.0,311.0,797.0,393.0,18.563827514648438,2.2665083408355713,3.6702234745025635,18.671847343444824,2.2665059566497803,3.672969341278076,-17.948698942890744,5.25328071876692,-18.04792719866949,5.2959660402954345
149,4.966666666666667,False,ok,785,353,780,791,348,359,121,121,768.0,309.0,802.0,397.0,768.0,309.0,802.0,397.0,18.387039184570312,2.1677205562591553,3.6187827587127686,18.585204124450684,2.183271110057831,3.694150745868683,-17.747262443542404,5.274172745083533,-17.93544543353017,5.338190909697182
150,5.0,False,ok,790,350,785,796,345,356,121,121,773.0,307.0,806.0,392.0,773.0,307.0,806.0,392.0,18.676231384277344,2.1311349868774414,3.730355978012085,18.509286403656006,2.1255733966827393,3.7074486017227173,-17.998463761350607,5.422052866093078,-17.842907112283783,5.3611949432624835
151,5.033333333333333,False,ok,793,348,788,799,343,354,121,121,775.0,305.0,811.0,390.0,775.0,305.0,811.0,390.0,18.536930084228516,2.072303056716919,3.7256994247436523,18.433825969696045,2.062951475381851,3.7194254398345947,-17.847251826915063,5.421053323214181,-17.748843104412938,5.388903146815109
152,5.066666666666666,False,ok,798,347,793,804,342,353,121,121,779.0,303.0,816.0,391.0,779.0,303.0,816.0,391.0,18.34169578552246,1.9760648012161255,3.700603485107422,18.38501739501953,1.9946365356445312,3.7194254398345947,-17.629877913060472,5.432314530459389,-17.677012484535737,5.432372331317735
153,5.1,False,ok,800,346,795,806,341,352,121,121,782.0,302.0,818.0,389.0,782.0,302.0,818.0,389.0,18.399457931518555,1.954113483428955,3.727095127105713,18.34464168548584,1.9338698387145996,3.7068774700164795,-17.674265508255377,5.475303683224716,-17.615911089987996,5.472239723512918
154,5.133333333333334,False,ok,804,346,799,810,341,352,121,121,787.0,302.0,822.0,390.0,787.0,302.0,822.0,390.0,17.955116271972656,1.8511875867843628,3.6354384422302246,18.297844886779785,1.8697325587272644,3.6996299624443054,-17.22541397271142,5.394275603845246,-17.547579295465084,5.512666161775361
155,5.166666666666667,False,ok,808,346,803,814,341,352,121,121,790.0,299.0,825.0,394.0,790.0,299.0,825.0,394.0,18.258249282836914,1.822441577911377,3.696709394454956,18.191833019256592,1.8278760313987732,3.6910263299942017,-17.49251933812814,5.540462740992657,-17.433655394912133,5.509226711447593
156,5.2,False,ok,809,346,804,815,341,352,121,121,791.0,298.0,827.0,393.0,791.0,298.0,827.0,393.0,18.295717239379883,1.815433382987976,3.705186367034912,18.014724731445312,1.7966599464416504,3.6767396330833435,-17.52416893068083,5.561705759959814,-17.258625367543328,5.467919580213763
157,5.233333333333333,False,ok,812,343,807,818,338,349,121,121,794.0,299.0,829.0,387.0,794.0,299.0,829.0,387.0,17.890417098999023,1.7333314418792725,3.6700830459594727,17.845754623413086,1.7345142662525177,3.6700830459594727,-17.119410135452796,5.4769753037347195,-17.078849665879904,5.458240733897415
158,5.266666666666667,False,ok,815,340,810,821,335,346,121,121,796.0,295.0,834.0,386.0,796.0,295.0,834.0,386.0,17.520673751831055,1.6559607982635498,3.628272294998169,17.683042526245117,1.6606219410896301,3.6683871150016785,-16.749184061701296,5.401948551285793,-16.900181111016412,5.461825393681642
159,5.3,False,ok,818,340,813,824,335,346,121,121,797.0,294.0,838.0,386.0,797.0,294.0,838.0,386.0,17.366823196411133,1.5972347259521484,3.5942633152008057,17.565743923187256,1.6085508465766907,3.664166271686554,-16.584648716076966,5.395102748745189,-16.77185278634981,5.463309392119646
160,5.333333333333333,False,ok,821,338,816,827,333,344,121,121,803.0,294.0,839.0,383.0,803.0,294.0,839.0,383.0,17.64706802368164,1.583773136138916,3.686998128890991,17.499112606048584,1.5747999548912048,3.6616413593292236,-16.836768043743557,5.518205235434621,-16.697307529372672,5.467984835992919
161,5.366666666666666,False,ok,824,338,819,830,333,344,121,121,806.0,292.0,842.0,384.0,806.0,292.0,842.0,384.0,17.547616958618164,1.5344188213348389,3.663299322128296,17.43578290939331,1.5333101749420166,3.6624703407287598,-16.725908340952852,5.524245850402955,-16.62273725076582,5.481073986736086
162,5.4,False,ok,827,336,822,833,331,342,121,121,809.0,291.0,845.0,381.0,809.0,291.0,845.0,381.0,17.401416778564453,1.4806299209594727,3.6599833965301514,17.40596866607666,1.4837479293346405,3.6624703407287598,-16.570351666931018,5.515887643741612,-16.57576517771165,5.51482201848883
163,5.433333333333334,False,ok,830,335,825,836,330,341,121,121,811.0,289.0,848.0,381.0,811.0,289.0,848.0,381.0,17.407485961914062,1.4393130540847778,3.6750290393829346,17.264864444732666,1.4319083094596863,3.6401283144950867,-16.559600927238783,5.55624033969792,-16.425659996229427,5.506686788801606
164,5.466666666666667,False,ok,832,334,827,838,329,340,121,121,812.0,286.0,852.0,381.0,812.0,286.0,852.0,381.0,16.849138259887695,1.3683772087097168,3.5675806999206543,16.948448657989502,1.3763651549816132,3.597931206226349,-16.018661737995465,5.400777019078612,-16.11304664692797,5.432680802907256
165,5.5,False,ok,834,331,829,840,326,337,121,121,813.0,283.0,854.0,379.0,813.0,283.0,854.0,379.0,16.694101333618164,1.3293931484222412,3.577247142791748,16.731303691864014,1.3212390840053558,3.5748305320739746,-15.8608374589685,5.37532702078352,-15.89179028681662,5.397517709681612
166,5.533333333333333,False,ok,838,330,833,844,325,336,121,121,819.0,281.0,857.0,379.0,819.0,281.0,857.0,379.0,16.50345230102539,1.2577928304672241,3.5490524768829346,16.663166999816895,1.2668576538562775,3.572413921356201,-15.657411138070806,5.365767150185638,-15.807710177400317,5.420549946844457
167,5.566666666666666,False,ok,842,328,837,848,323,334,121,121,822.0,280.0,861.0,377.0,822.0,280.0,861.0,377.0,16.68787384033203,1.2224518060684204,3.6158087253570557,16.60908269882202,1.2202905714511871,3.5844709277153015,-15.812859781299977,5.471104757354194,-15.739626652526196,5.441956450962164
168,5.6,False,ok,844,328,839,850,323,334,121,121,823.0,279.0,864.0,376.0,823.0,279.0,864.0,376.0,16.41694450378418,1.1784658432006836,3.5569417476654053,16.58281898498535,1.185705840587616,3.606935441493988,-15.546597931999544,5.404455691803547,-15.701834407219632,5.463348796978639
169,5.633333333333334,False,ok,846,326,841,852,321,332,121,121,826.0,278.0,866.0,375.0,826.0,278.0,866.0,375.0,16.58281898498535,1.1634398698806763,3.6188771724700928,16.58209466934204,1.1634380221366882,3.620084762573242,-15.693036195231207,5.483802767676991,-15.692370094121888,5.483518257787062
170,5.666666666666667,False,ok,848,326,843,854,321,332,121,121,829.0,277.0,867.0,375.0,829.0,277.0,867.0,375.0,16.74713706970215,1.1484065055847168,3.6468024253845215,16.58064603805542,1.1429483294487,3.628533661365509,-15.838041800714437,5.562541636004479,-15.682943021550091,5.501768089067895
171,5.7,False,ok,850,324,845,856,319,330,121,121,831.0,275.0,870.0,374.0,831.0,275.0,870.0,374.0,16.57992172241211,1.11154043674469,3.6417055130004883,16.546494007110596,1.1055797040462494,3.6392473578453064,-15.669867084601451,5.530333806810898,-15.636804376091384,5.522600774381141
172,5.733333333333333,False,ok,854,323,849,860,318,329,121,121,834.0,273.0,873.0,373.0,834.0,273.0,873.0,373.0,16.446210861206055,1.0508314371109009,3.6267759799957275,16.47963857650757,1.0593138635158539,3.648434042930603,-15.523048931978783,5.5332675930109225,-15.557108066653772,5.538684146637125
173,5.766666666666667,False,ok,856,320,851,862,315,326,121,121,834.0,268.0,877.0,373.0,834.0,268.0,877.0,373.0,16.42063331604004,1.022796869277954,3.658425807952881,16.43981647491455,1.0304331481456757,3.655519962310791,-15.488475257186352,5.548913960693127,-15.509114706319318,5.5494791852838885
174,5.8,False,ok,856,320,851,862,315,326,121,121,835.0,267.0,878.0,372.0,835.0,267.0,878.0,372.0,16.416933059692383,1.0240521430969238,3.6638474464416504,16.42610263824463,1.0189697742462158,3.658425807952881,-15.485572137865873,5.546298715463704,-15.491987242527241,5.5545907644351065
175,5.833333333333333,False,ok,858,320,853,864,315,326,121,121,836.0,268.0,881.0,372.0,836.0,268.0,881.0,372.0,16.547119140625,1.0062332153320312,3.693093776702881,16.324035167694092,0.9901077300310135,3.6477128863334656,-15.598122702753933,5.614109483035399,-15.38682140600746,5.540772914748559
176,5.866666666666666,False,ok,862,317,857,868,312,323,121,121,840.0,266.0,885.0,368.0,840.0,266.0,885.0,368.0,16.041641235351562,0.9251676201820374,3.6155741214752197,16.11899423599243,0.9351165741682053,3.625928223133087,-15.101748091483111,5.4888426130242705,-15.17673736712475,5.510268693680977
177,5.9,False,ok,865,316,860,871,311,322,121,121,844.0,266.0,886.0,367.0,844.0,266.0,886.0,367.0,15.975761413574219,0.8838978409767151,3.6141388416290283,15.944416046142578,0.8790796548128128,3.6037784814834595,-15.024922147852584,5.500722006036946,-14.99422379388266,5.492762229603408
178,5.933333333333334,False,ok,869,316,864,875,311,322,121,121,850.0,263.0,888.0,368.0,850.0,263.0,888.0,368.0,15.784500122070312,0.8233553171157837,3.5712621212005615,15.797321796417236,0.8333179652690887,3.577835202217102,-14.825302788342366,5.480762293315468,-14.841017694573946,5.476676780689398
179,5.966666666666667,False,ok,870,315,865,876,310,321,121,121,849.0,263.0,890.0,367.0,849.0,263.0,890.0,367.0,15.644525527954102,0.8026633858680725,3.543320894241333,15.679519176483154,0.8017783463001251,3.558823823928833,-14.688543053758467,5.4444605300897075,-14.720339210558585,5.459100992690114
180,6.0,False,ok,872,314,867,878,309,320,121,121,852.0,262.0,893.0,367.0,852.0,262.0,893.0,367.0,15.631902694702148,0.7784312963485718,3.554677724838257,15.642966985702515,0.7706631869077682,3.554677724838257,-14.667372356635713,5.46173281034231,-14.674466734526943,5.473240714667665
181,6.033333333333333,False,ok,876,314,871,882,309,320,121,121,857.0,261.0,896.0,366.0,857.0,261.0,896.0,366.0,15.489890098571777,0.7231267690658569,3.5264902114868164,15.63825273513794,0.7356268763542175,3.568165600299835,-14.515063594550464,5.4564215779325,-14.656291823772714,5.503562980985773
182,6.066666666666666,False,ok,878,312,873,884,307,318,121,121,860.0,259.0,897.0,364.0,860.0,259.0,897.0,364.0,15.893470764160156,0.7178226709365845,3.6436829566955566,15.629396200180054,0.716180145740509,3.595141351222992,-14.883705080549507,5.620765552248996,-14.640471818906322,5.517927555084915
183,6.1,False,ok,878,310,873,884,305,316,121,121,856.0,256.0,901.0,364.0,856.0,256.0,901.0,364.0,15.638291358947754,0.7059484720230103,3.6086292266845703,15.61959171295166,0.6991622000932693,3.6086292266845703,-14.644600131282129,5.530841424895771,-14.624740719979446,5.529686422820244
184,6.133333333333334,False,ok,881,309,876,887,304,315,121,121,859.0,256.0,903.0,362.0,859.0,256.0,903.0,362.0,15.615488052368164,0.6669291853904724,3.614971876144409,15.565420866012573,0.6715916693210602,3.601581394672394,-14.608234408417765,5.557674794434969,-14.564084020653809,5.5336081127721215
185,6.166666666666667,False,ok,882,308,877,888,303,314,121,121,859.0,254.0,905.0,363.0,859.0,254.0,905.0,363.0,15.4152193069458,0.6465598344802856,3.5804378986358643,15.422327518463135,0.6430473327636719,3.5874857306480408,-14.416214712788387,5.497251973084496,-14.421356523890523,5.503287378445723
186,6.2,False,ok,884,306,879,890,301,312,121,121,861.0,250.0,907.0,361.0,861.0,250.0,907.0,361.0,15.157195091247559,0.6121404767036438,3.5419139862060547,15.264795303344727,0.6118915975093842,3.5804378986358643,-14.165587932261717,5.426914181256164,-14.264333319220125,5.469660130054186
187,6.233333333333333,False,ok,886,302,881,892,297,308,121,121,864.0,247.0,909.0,358.0,864.0,247.0,909.0,358.0,14.851048469543457,0.5767256021499634,3.5171823501586914,15.172152280807495,0.5804314017295837,3.579458713531494,-13.870361566875674,5.338475725246158,-14.166798333270716,5.461952986667306
188,6.266666666666667,False,ok,889,300,884,895,295,306,121,121,867.0,246.0,911.0,355.0,867.0,246.0,911.0,355.0,15.243383407592773,0.5561339259147644,3.6363275051116943,15.06871747970581,0.5573530495166779,3.5825835466384888,-14.222631741723323,5.512419522655391,-14.062661816765118,5.4422818313914405
189,6.3,False,ok,890,300,885,896,295,306,121,121,867.0,244.0,913.0,355.0,867.0,244.0,913.0,355.0,15.13083553314209,0.5404187440872192,3.609683036804199,14.92471170425415,0.535880982875824,3.5949780344963074,-14.113033267017213,5.4823834555803845,-13.921890693562274,5.405103828735665
190,6.333333333333333,False,ok,894,297,889,900,292,303,121,121,873.0,242.0,915.0,352.0,873.0,242.0,915.0,352.0,14.856003761291504,0.48357006907463074,3.576521158218384,14.85133957862854,0.509273461997509,3.6053965091705322,-13.838103968717098,5.426008322716458,-13.843975836867742,5.4005536537521435
